distance_km,avg_speed_kmph,vehicle_type,traffic_level,co2_emission
54.2,44,car,low,6504.0
6.6,21,car,medium,950.4
87.8,40,car,low,10536.0
87.4,53,bike,low,3496.0
15.9,13,bike,high,954.0
49.4,56,bike,low,1976.0
13.3,80,car,low,1596.0
13.4,40,bike,medium,643.2
69.6,14,car,high,12528.0
22.2,29,bike,medium,1065.6
48.6,35,car,medium,6998.4
83.8,56,bike,low,3352.0
27.8,51,car,low,3336.0
76.9,9,car,high,13842.0
24.1,20,bike,medium,1156.8
37.2,23,car,medium,5356.8
74.1,19,bike,high,4446.0
46.5,23,car,medium,6696.0
99.5,13,car,high,17910.0
96.2,14,car,high,17316.0
22.6,27,car,medium,3254.4
62.2,27,car,medium,8956.8
12.5,49,bike,low,500.0
53.1,57,car,low,6372.0
93.4,40,car,medium,13449.6
42.5,19,car,high,7650.0
55.0,39,bike,medium,2640.0
4.5,61,car,low,540.0
20.4,30,car,medium,2937.6
92.0,21,bike,medium,4416.0
48.2,53,car,low,5784.0
56.9,74,bike,low,2276.0
1.4,32,car,medium,201.6
69.2,38,bike,medium,3321.6
9.0,13,bike,high,540.0
16.7,72,car,low,2004.0
15.4,63,car,low,1848.0
15.8,34,bike,medium,758.4
83.7,6,bike,high,5022.0
5.2,43,bike,low,208.0
86.1,27,car,medium,12398.4
87.6,76,bike,low,3504.0
82.2,61,car,low,9864.0
72.2,52,bike,low,2888.0
5.9,58,car,low,708.0
67.6,26,car,medium,9734.4
10.3,53,car,low,1236.0
27.8,54,car,low,3336.0
63.6,13,car,high,11448.0
99.6,77,car,low,11952.0
43.2,30,car,medium,6220.8
67.0,16,car,high,12060.0
49.1,22,car,medium,7070.4
36.6,7,car,high,6588.0
45.4,7,bike,high,2724.0
81.6,13,car,high,14688.0
40.3,66,bike,low,1612.0
99.1,25,bike,medium,4756.8
33.8,13,car,high,6084.0
72.1,69,car,low,8652.0
41.3,9,car,high,7434.0
50.7,13,bike,high,3042.0
92.4,17,car,high,16632.0
54.4,13,car,high,9792.0
36.8,58,bike,low,1472.0
57.5,48,bike,low,2300.0
9.3,15,car,high,1674.0
92.6,14,bike,high,5556.0
51.7,28,bike,medium,2481.6
98.7,31,car,medium,14212.8
53.5,49,car,low,6420.0
75.9,14,bike,high,4554.0
37.5,50,car,low,4500.0
18.2,9,car,high,3276.0
17.2,78,bike,low,688.0
61.7,26,bike,medium,2961.6
69.4,38,car,medium,9993.6
29.1,8,bike,high,1746.0
95.3,11,bike,high,5718.0
16.1,64,bike,low,644.0
69.8,16,bike,high,4188.0
65.9,79,car,low,7908.0
56.0,20,car,medium,8064.0
96.5,12,car,high,17370.0
29.4,35,bike,medium,1411.2
88.9,55,car,low,10668.0
26.6,6,bike,high,1596.0
69.8,18,car,high,12564.0
24.1,40,bike,low,964.0
26.1,27,car,medium,3758.4
6.6,36,car,medium,950.4
31.5,11,car,high,5670.0
73.6,60,bike,low,2944.0
96.7,13,car,high,17406.0
72.9,56,car,low,8748.0
1.3,22,car,medium,187.2
27.9,8,car,high,5022.0
51.5,37,bike,medium,2472.0
8.3,65,bike,low,332.0
55.8,36,car,medium,8035.2
39.4,10,bike,high,2364.0
18.7,34,bike,medium,897.6
42.0,80,bike,low,1680.0
87.4,72,car,low,10488.0
50.2,13,car,high,9036.0
34.0,9,car,high,6120.0
67.3,24,car,medium,9691.2
7.5,75,bike,low,300.0
1.6,7,bike,high,96.0
51.7,33,car,medium,7444.8
35.5,77,bike,low,1420.0
22.0,8,bike,high,1320.0
67.4,49,car,low,8088.0
26.5,10,bike,high,1590.0
15.5,8,bike,high,930.0
75.3,62,bike,low,3012.0
44.1,10,car,high,7938.0
47.2,27,car,medium,6796.8
55.7,21,bike,medium,2673.6
1.2,62,car,low,144.0
15.9,20,car,high,2862.0
41.5,33,bike,medium,1992.0
15.5,60,bike,low,620.0
14.2,69,bike,low,568.0
44.5,9,car,high,8010.0
8.7,20,car,high,1566.0
10.3,23,car,medium,1483.2
32.6,43,bike,low,1304.0
11.8,13,car,high,2124.0
40.1,32,car,medium,5774.4
77.4,76,bike,low,3096.0
39.6,10,bike,high,2376.0
88.4,19,bike,high,5304.0
88.4,43,bike,low,3536.0
42.2,39,bike,medium,2025.6
42.1,55,bike,low,1684.0
48.7,21,car,medium,7012.8
71.2,5,car,high,12816.0
58.9,25,car,medium,8481.6
70.8,47,bike,low,2832.0
42.1,73,bike,low,1684.0
72.3,50,bike,low,2892.0
3.7,65,car,low,444.0
16.7,42,car,low,2004.0
71.1,5,bike,high,4266.0
93.7,31,bike,medium,4497.6
3.8,20,bike,high,228.0
54.1,18,bike,high,3246.0
99.2,57,car,low,11904.0
61.9,17,bike,high,3714.0
10.3,30,bike,medium,494.4
26.0,38,bike,medium,1248.0
57.7,12,car,high,10386.0
49.3,43,bike,low,1972.0
68.9,31,bike,medium,3307.2
79.6,77,bike,low,3184.0
84.4,43,bike,low,3376.0
12.0,33,car,medium,1728.0
44.4,18,car,high,7992.0
80.9,75,bike,low,3236.0
11.9,60,bike,low,476.0
58.5,15,car,high,10530.0
65.6,35,bike,medium,3148.8
66.6,64,car,low,7992.0
73.5,73,bike,low,2940.0
2.1,17,car,high,378.0
93.5,47,bike,low,3740.0
82.2,25,bike,medium,3945.6
18.9,16,car,high,3402.0
82.1,10,car,high,14778.0
61.8,26,car,medium,8899.2
87.6,78,bike,low,3504.0
30.4,46,car,low,3648.0
7.7,27,car,medium,1108.8
47.3,34,car,medium,6811.2
41.9,48,car,low,5028.0
4.7,36,bike,medium,225.6
35.8,16,bike,high,2148.0
2.6,50,bike,low,104.0
1.9,23,bike,medium,91.2
43.5,11,car,high,7830.0
78.5,23,car,medium,11304.0
85.1,66,bike,low,3404.0
11.6,26,car,medium,1670.4
57.4,53,car,low,6888.0
5.3,54,bike,low,212.0
67.4,12,car,high,12132.0
26.1,69,bike,low,1044.0
94.4,73,bike,low,3776.0
57.8,23,car,medium,8323.2
79.8,41,car,low,9576.0
34.7,31,car,medium,4996.8
14.5,13,car,high,2610.0
97.9,27,bike,medium,4699.2
74.4,38,car,medium,10713.6
24.8,49,bike,low,992.0
29.5,41,car,low,3540.0
88.9,25,car,medium,12801.6
28.3,27,car,medium,4075.2
17.2,74,car,low,2064.0
29.0,22,car,medium,4176.0
32.0,45,car,low,3840.0
21.2,61,car,low,2544.0
54.5,29,car,medium,7848.0
70.0,18,bike,high,4200.0
78.6,52,bike,low,3144.0
73.1,44,bike,low,2924.0
5.5,45,bike,low,220.0
46.3,22,bike,medium,2222.4
51.6,37,bike,medium,2476.8
36.5,70,bike,low,1460.0
75.4,40,bike,low,3016.0
26.6,5,bike,high,1596.0
25.7,9,bike,high,1542.0
46.6,30,car,medium,6710.4
58.1,29,bike,medium,2788.8
18.3,13,bike,high,1098.0
77.1,23,bike,medium,3700.8
75.9,56,car,low,9108.0
97.5,71,bike,low,3900.0
32.8,27,bike,medium,1574.4
85.6,76,car,low,10272.0
80.6,25,bike,medium,3868.8
71.9,6,bike,high,4314.0
50.4,20,bike,high,3024.0
21.4,77,bike,low,856.0
74.4,25,bike,medium,3571.2
9.3,68,car,low,1116.0
53.2,35,bike,medium,2553.6
32.8,8,car,high,5904.0
55.5,20,car,high,9990.0
72.8,21,bike,medium,3494.4
10.1,68,car,low,1212.0
27.7,8,bike,high,1662.0
96.6,14,car,high,17388.0
23.2,7,car,high,4176.0
1.8,33,bike,medium,86.4
36.0,8,bike,high,2160.0
56.0,38,bike,medium,2688.0
89.3,41,car,low,10716.0
57.5,39,bike,medium,2760.0
66.7,20,car,high,12006.0
44.7,6,car,high,8046.0
6.2,73,car,low,744.0
30.3,75,car,low,3636.0
80.7,18,car,high,14526.0
27.3,11,car,high,4914.0
12.4,10,bike,high,744.0
79.6,45,car,low,9552.0
51.2,40,bike,medium,2457.6
50.6,11,bike,high,3036.0
84.6,75,car,low,10152.0
68.9,48,bike,low,2756.0
81.3,74,car,low,9756.0
6.4,26,car,medium,921.6
4.7,10,bike,high,282.0
19.1,65,bike,low,764.0
97.2,7,car,high,17496.0
42.7,47,car,low,5124.0
93.4,29,car,medium,13449.6
87.3,40,bike,medium,4190.4
99.6,78,car,low,11952.0
24.8,67,car,low,2976.0
74.7,61,bike,low,2988.0
86.3,16,car,high,15534.0
86.2,8,bike,high,5172.0
2.9,59,car,low,348.0
63.0,18,car,high,11340.0
56.6,12,bike,high,3396.0
30.5,45,car,low,3660.0
57.5,37,bike,medium,2760.0
25.4,37,car,medium,3657.6
22.5,19,bike,high,1350.0
72.6,78,bike,low,2904.0
40.6,13,car,high,7308.0
25.5,44,car,low,3060.0
99.3,41,bike,low,3972.0
28.2,74,car,low,3384.0
99.3,56,car,low,11916.0
99.0,36,bike,medium,4752.0
88.8,17,car,high,15984.0
10.0,28,bike,medium,480.0
76.4,50,bike,low,3056.0
7.7,62,bike,low,308.0
99.1,16,car,high,17838.0
11.6,67,car,low,1392.0
19.1,31,bike,medium,916.8
49.6,11,bike,high,2976.0
95.5,15,car,high,17190.0
76.5,48,bike,low,3060.0
86.2,66,bike,low,3448.0
56.4,39,car,medium,8121.6
12.7,7,car,high,2286.0
35.1,78,bike,low,1404.0
48.3,12,car,high,8694.0
56.6,75,bike,low,2264.0
39.1,11,bike,high,2346.0
30.8,12,car,high,5544.0
47.6,40,bike,medium,2284.8
82.4,44,car,low,9888.0
55.5,26,bike,medium,2664.0
64.9,56,bike,low,2596.0
27.1,6,car,high,4878.0
52.9,37,car,medium,7617.6
67.3,29,bike,medium,3230.4
96.5,72,car,low,11580.0
2.4,40,car,medium,345.6
59.1,19,bike,high,3546.0
20.0,10,bike,high,1200.0
60.2,29,bike,medium,2889.6
50.5,6,car,high,9090.0
58.9,31,bike,medium,2827.2
19.6,45,car,low,2352.0
27.8,73,car,low,3336.0
46.2,27,car,medium,6652.8
30.7,7,bike,high,1842.0
18.8,74,car,low,2256.0
24.8,9,car,high,4464.0
65.1,63,bike,low,2604.0
82.1,45,bike,low,3284.0
64.8,49,car,low,7776.0
39.5,5,car,high,7110.0
47.4,76,bike,low,1896.0
78.5,8,bike,high,4710.0
22.8,40,bike,medium,1094.4
17.8,14,car,high,3204.0
37.7,39,car,medium,5428.8
4.4,11,car,high,792.0
11.9,20,bike,high,714.0
38.9,49,car,low,4668.0
19.3,54,bike,low,772.0
50.2,46,bike,low,2008.0
41.2,20,bike,medium,1977.6
29.0,42,bike,low,1160.0
58.6,16,bike,high,3516.0
80.6,17,car,high,14508.0
46.9,23,bike,medium,2251.2
43.1,30,bike,medium,2068.8
28.7,6,car,high,5166.0
79.8,16,car,high,14364.0
3.0,48,car,low,360.0
12.4,7,car,high,2232.0
78.7,33,car,medium,11332.8
17.2,31,car,medium,2476.8
32.6,68,car,low,3912.0
82.4,49,bike,low,3296.0
6.5,31,bike,medium,312.0
42.2,19,bike,high,2532.0
80.3,33,car,medium,11563.2
77.7,27,bike,medium,3729.6
77.2,56,bike,low,3088.0
45.1,68,bike,low,1804.0
80.0,8,bike,high,4800.0
46.1,25,car,medium,6638.4
44.9,62,bike,low,1796.0
55.4,7,bike,high,3324.0
12.7,16,bike,high,762.0
88.8,61,car,low,10656.0
47.5,66,bike,low,1900.0
86.8,31,car,medium,12499.2
99.0,8,bike,high,5940.0
74.5,12,car,high,13410.0
3.2,31,car,medium,460.8
10.2,60,bike,low,408.0
60.0,61,bike,low,2400.0
59.5,6,car,high,10710.0
94.2,64,bike,low,3768.0
8.6,37,car,medium,1238.4
3.6,53,car,low,432.0
4.5,63,bike,low,180.0
66.8,74,bike,low,2672.0
2.2,40,bike,medium,105.6
42.0,45,car,low,5040.0
2.7,32,car,medium,388.8
85.8,45,bike,low,3432.0
10.6,39,bike,medium,508.8
44.0,15,bike,high,2640.0
41.7,5,bike,high,2502.0
37.1,70,bike,low,1484.0
47.5,7,car,high,8550.0
36.5,70,car,low,4380.0
94.7,27,car,medium,13636.8
96.2,29,bike,medium,4617.6
46.3,15,bike,high,2778.0
30.4,79,bike,low,1216.0
6.7,16,car,high,1206.0
90.6,39,bike,medium,4348.8
84.0,33,car,medium,12096.0
48.4,19,bike,high,2904.0
40.6,8,bike,high,2436.0
77.8,49,car,low,9336.0
95.3,11,bike,high,5718.0
37.5,77,car,low,4500.0
23.0,40,bike,medium,1104.0
33.9,8,bike,high,2034.0
8.0,42,car,low,960.0
58.3,6,car,high,10494.0
88.5,12,bike,high,5310.0
31.8,74,bike,low,1272.0
8.9,58,car,low,1068.0
98.6,14,car,high,17748.0
4.6,5,car,high,828.0
14.5,54,car,low,1740.0
7.9,11,car,high,1422.0
26.4,58,car,low,3168.0
80.7,6,bike,high,4842.0
41.1,64,car,low,4932.0
17.5,62,car,low,2100.0
6.4,29,car,medium,921.6
67.4,38,car,medium,9705.6
6.8,79,car,low,816.0
35.4,32,bike,medium,1699.2
79.8,64,car,low,9576.0
91.7,47,bike,low,3668.0
59.3,48,car,low,7116.0
96.5,29,car,medium,13896.0
96.9,72,bike,low,3876.0
4.3,7,bike,high,258.0
47.2,28,car,medium,6796.8
9.6,28,car,medium,1382.4
84.9,46,car,low,10188.0
83.2,25,bike,medium,3993.6
75.4,29,bike,medium,3619.2
6.7,35,car,medium,964.8
49.7,56,car,low,5964.0
34.5,13,car,high,6210.0
90.5,32,car,medium,13032.0
76.7,32,car,medium,11044.8
84.4,26,bike,medium,4051.2
16.6,20,car,medium,2390.4
60.8,6,car,high,10944.0
57.4,72,bike,low,2296.0
36.2,19,bike,high,2172.0
79.8,65,car,low,9576.0
84.9,61,car,low,10188.0
40.6,35,car,medium,5846.4
92.9,14,bike,high,5574.0
28.6,79,bike,low,1144.0
2.5,24,car,medium,360.0
33.4,77,car,low,4008.0
45.7,14,car,high,8226.0
42.1,71,bike,low,1684.0
60.2,5,car,high,10836.0
17.4,22,bike,medium,835.2
75.2,14,bike,high,4512.0
47.7,32,bike,medium,2289.6
48.0,27,bike,medium,2304.0
33.6,32,bike,medium,1612.8
27.1,43,bike,low,1084.0
88.2,39,car,medium,12700.8
95.1,43,car,low,11412.0
50.1,36,car,medium,7214.4
9.6,60,bike,low,384.0
57.2,64,bike,low,2288.0
28.3,17,car,high,5094.0
44.1,68,car,low,5292.0
77.8,23,car,medium,11203.2
54.8,45,car,low,6576.0
20.4,48,car,low,2448.0
66.9,49,bike,low,2676.0
92.5,68,car,low,11100.0
42.4,7,bike,high,2544.0
11.2,54,car,low,1344.0
38.2,19,car,high,6876.0
12.3,20,car,medium,1771.2
36.7,20,bike,high,2202.0
31.8,22,bike,medium,1526.4
90.6,17,bike,high,5436.0
20.0,16,car,high,3600.0
61.2,17,car,high,11016.0
49.4,6,car,high,8892.0
69.5,9,bike,high,4170.0
21.2,40,car,medium,3052.8
49.8,6,car,high,8964.0
34.7,40,bike,medium,1665.6
53.9,11,car,high,9702.0
67.7,6,car,high,12186.0
74.0,58,car,low,8880.0
2.2,13,car,high,396.0
88.1,61,bike,low,3524.0
31.5,25,car,medium,4536.0
85.7,31,bike,medium,4113.6
38.1,40,car,low,4572.0
28.2,56,bike,low,1128.0
91.5,13,bike,high,5490.0
93.2,51,bike,low,3728.0
56.9,20,car,high,10242.0
81.6,77,car,low,9792.0
33.6,25,car,medium,4838.4
97.0,17,bike,high,5820.0
81.6,73,car,low,9792.0
51.5,31,car,medium,7416.0
8.4,6,bike,high,504.0
46.1,73,car,low,5532.0
97.2,44,car,low,11664.0
98.1,30,car,medium,14126.4
55.5,35,car,medium,7992.0
35.7,7,car,high,6426.0
68.5,16,car,high,12330.0
98.7,40,bike,low,3948.0
83.3,16,car,high,14994.0
37.9,23,bike,medium,1819.2
94.2,29,bike,medium,4521.6
88.2,30,car,medium,12700.8
8.7,40,car,medium,1252.8
73.4,34,car,medium,10569.6
59.2,79,car,low,7104.0
14.4,76,car,low,1728.0
66.3,5,car,high,11934.0
48.1,18,bike,high,2886.0
19.4,56,car,low,2328.0
69.5,52,bike,low,2780.0
81.8,19,car,high,14724.0
66.8,20,bike,medium,3206.4
95.5,80,bike,low,3820.0
52.5,35,bike,medium,2520.0
63.8,12,bike,high,3828.0
77.5,33,bike,medium,3720.0
36.2,40,bike,medium,1737.6
52.6,47,car,low,6312.0
45.6,51,car,low,5472.0
43.2,21,car,medium,6220.8
36.8,42,car,low,4416.0
80.8,30,car,medium,11635.2
76.1,53,bike,low,3044.0
55.8,40,car,medium,8035.2
5.7,30,bike,medium,273.6
94.1,26,bike,medium,4516.8
48.7,40,car,medium,7012.8
27.1,14,bike,high,1626.0
54.1,52,bike,low,2164.0
60.1,36,bike,medium,2884.8
90.1,58,car,low,10812.0
29.8,46,car,low,3576.0
67.3,38,car,medium,9691.2
1.5,44,car,low,180.0
33.2,6,car,high,5976.0
52.7,43,bike,low,2108.0
4.7,31,car,medium,676.8
42.2,63,bike,low,1688.0
84.1,28,car,medium,12110.4
42.9,12,bike,high,2574.0
11.1,31,car,medium,1598.4
12.9,80,car,low,1548.0
60.1,5,bike,high,3606.0
49.3,30,bike,medium,2366.4
56.2,26,bike,medium,2697.6
38.9,28,bike,medium,1867.2
90.8,67,bike,low,3632.0
65.8,40,car,medium,9475.2
15.8,33,bike,medium,758.4
59.7,6,bike,high,3582.0
85.4,26,bike,medium,4099.2
34.1,16,car,high,6138.0
48.6,9,car,high,8748.0
86.2,25,car,medium,12412.8
62.0,74,bike,low,2480.0
51.2,72,bike,low,2048.0
52.5,17,bike,high,3150.0
92.6,12,car,high,16668.0
40.0,72,bike,low,1600.0
20.3,60,bike,low,812.0
48.9,31,car,medium,7041.6
56.5,76,car,low,6780.0
72.3,14,car,high,13014.0
18.7,35,car,medium,2692.8
16.3,37,bike,medium,782.4
37.5,36,car,medium,5400.0
93.1,61,bike,low,3724.0
89.1,65,car,low,10692.0
46.4,34,bike,medium,2227.2
58.6,34,bike,medium,2812.8
74.5,57,car,low,8940.0
75.5,18,bike,high,4530.0
17.4,52,bike,low,696.0
3.4,46,bike,low,136.0
2.8,48,car,low,336.0
95.3,27,car,medium,13723.2
76.8,11,car,high,13824.0
90.7,13,car,high,16326.0
74.8,11,bike,high,4488.0
69.5,11,car,high,12510.0
35.5,40,bike,low,1420.0
30.1,11,bike,high,1806.0
40.5,40,bike,medium,1944.0
60.6,21,car,medium,8726.4
94.5,36,bike,medium,4536.0
80.5,19,bike,high,4830.0
53.8,76,bike,low,2152.0
34.9,16,car,high,6282.0
83.7,9,car,high,15066.0
39.4,66,bike,low,1576.0
57.7,35,bike,medium,2769.6
61.5,7,car,high,11070.0
37.4,29,car,medium,5385.6
55.6,20,bike,high,3336.0
66.5,25,bike,medium,3192.0
84.3,15,car,high,15174.0
29.1,33,car,medium,4190.4
32.5,17,bike,high,1950.0
56.0,34,car,medium,8064.0
43.2,79,car,low,5184.0
71.8,59,car,low,8616.0
4.0,27,bike,medium,192.0
49.1,42,car,low,5892.0
92.9,63,bike,low,3716.0
15.3,38,car,medium,2203.2
62.8,57,car,low,7536.0
4.8,56,bike,low,192.0
45.5,11,bike,high,2730.0
50.1,11,bike,high,3006.0
11.5,73,bike,low,460.0
8.2,35,bike,medium,393.6
88.6,19,car,high,15948.0
18.6,66,car,low,2232.0
59.8,79,car,low,7176.0
11.0,5,car,high,1980.0
98.4,54,bike,low,3936.0
20.4,56,car,low,2448.0
56.6,54,car,low,6792.0
4.6,54,car,low,552.0
87.1,55,car,low,10452.0
27.5,73,bike,low,1100.0
65.7,43,bike,low,2628.0
29.3,47,bike,low,1172.0
91.9,8,car,high,16542.0
43.6,80,bike,low,1744.0
61.5,67,bike,low,2460.0
30.4,66,car,low,3648.0
3.9,64,car,low,468.0
70.6,9,bike,high,4236.0
12.4,36,bike,medium,595.2
88.9,27,car,medium,12801.6
76.6,64,car,low,9192.0
14.8,59,car,low,1776.0
88.6,38,bike,medium,4252.8
11.8,7,bike,high,708.0
74.6,29,bike,medium,3580.8
70.8,37,car,medium,10195.2
14.1,16,car,high,2538.0
12.5,31,car,medium,1800.0
60.1,44,car,low,7212.0
20.7,35,car,medium,2980.8
72.2,37,car,medium,10396.8
55.7,35,car,medium,8020.8
33.8,19,bike,high,2028.0
99.2,17,car,high,17856.0
79.0,13,car,high,14220.0
93.0,66,bike,low,3720.0
54.3,53,bike,low,2172.0
66.1,36,bike,medium,3172.8
57.0,25,bike,medium,2736.0
96.4,10,bike,high,5784.0
53.4,40,bike,medium,2563.2
89.1,8,car,high,16038.0
64.4,44,car,low,7728.0
97.9,15,bike,high,5874.0
50.2,21,bike,medium,2409.6
6.4,53,bike,low,256.0
48.7,11,bike,high,2922.0
32.4,30,bike,medium,1555.2
44.2,12,bike,high,2652.0
12.8,60,bike,low,512.0
88.0,23,bike,medium,4224.0
38.8,5,car,high,6984.0
68.5,35,car,medium,9864.0
22.1,37,bike,medium,1060.8
6.9,15,car,high,1242.0
26.2,9,car,high,4716.0
79.7,23,bike,medium,3825.6
46.6,29,bike,medium,2236.8
17.6,36,car,medium,2534.4
54.2,34,car,medium,7804.8
53.1,51,car,low,6372.0
61.5,29,car,medium,8856.0
1.2,49,car,low,144.0
23.4,20,bike,medium,1123.2
93.2,8,car,high,16776.0
85.9,41,car,low,10308.0
76.4,51,car,low,9168.0
59.9,23,bike,medium,2875.2
72.4,17,bike,high,4344.0
7.5,37,car,medium,1080.0
1.9,39,bike,medium,91.2
23.2,18,car,high,4176.0
72.6,7,car,high,13068.0
53.1,32,bike,medium,2548.8
64.5,68,bike,low,2580.0
72.2,13,car,high,12996.0
62.1,36,car,medium,8942.4
94.6,31,bike,medium,4540.8
36.9,33,car,medium,5313.6
1.4,49,car,low,168.0
47.2,10,bike,high,2832.0
8.4,20,bike,high,504.0
17.3,65,bike,low,692.0
9.3,40,bike,medium,446.4
69.7,39,car,medium,10036.8
58.2,63,bike,low,2328.0
85.5,73,car,low,10260.0
29.9,34,bike,medium,1435.2
66.3,36,bike,medium,3182.4
72.3,26,car,medium,10411.2
33.6,38,car,medium,4838.4
72.1,46,bike,low,2884.0
36.4,20,car,high,6552.0
98.5,49,car,low,11820.0
19.3,15,car,high,3474.0
13.1,28,bike,medium,628.8
14.3,37,car,medium,2059.2
9.1,57,bike,low,364.0
9.4,5,car,high,1692.0
97.6,11,car,high,17568.0
76.6,11,car,high,13788.0
71.0,11,bike,high,4260.0
1.9,48,bike,low,76.0
26.1,18,bike,high,1566.0
82.4,23,bike,medium,3955.2
24.5,14,bike,high,1470.0
15.8,61,car,low,1896.0
42.0,50,car,low,5040.0
22.6,24,bike,medium,1084.8
64.2,38,car,medium,9244.8
62.5,65,car,low,7500.0
13.1,70,bike,low,524.0
7.7,11,bike,high,462.0
5.4,32,car,medium,777.6
73.9,80,car,low,8868.0
60.8,69,bike,low,2432.0
1.2,69,bike,low,48.0
40.4,61,car,low,4848.0
91.0,72,bike,low,3640.0
92.6,38,bike,medium,4444.8
12.8,44,bike,low,512.0
45.6,15,bike,high,2736.0
59.0,33,bike,medium,2832.0
25.4,71,bike,low,1016.0
8.5,27,bike,medium,408.0
56.0,35,car,medium,8064.0
68.6,24,bike,medium,3292.8
10.3,26,bike,medium,494.4
36.9,63,car,low,4428.0
34.6,22,bike,medium,1660.8
55.8,62,car,low,6696.0
34.1,50,bike,low,1364.0
33.9,20,bike,medium,1627.2
13.9,64,car,low,1668.0
91.4,72,car,low,10968.0
6.5,60,car,low,780.0
21.4,7,bike,high,1284.0
82.5,65,car,low,9900.0
36.3,18,bike,high,2178.0
26.2,34,car,medium,3772.8
78.4,21,bike,medium,3763.2
58.8,51,car,low,7056.0
79.1,20,bike,medium,3796.8
50.9,30,bike,medium,2443.2
16.5,10,bike,high,990.0
15.4,14,bike,high,924.0
32.1,21,bike,medium,1540.8
1.7,14,car,high,306.0
86.1,80,bike,low,3444.0
43.9,19,bike,high,2634.0
2.5,8,bike,high,150.0
81.4,31,bike,medium,3907.2
94.8,20,bike,high,5688.0
10.8,69,car,low,1296.0
72.2,75,car,low,8664.0
42.9,63,bike,low,1716.0
52.3,24,bike,medium,2510.4
39.2,29,car,medium,5644.8
70.4,9,car,high,12672.0
81.5,40,car,low,9780.0
67.9,43,car,low,8148.0
87.3,22,car,medium,12571.2
27.3,66,car,low,3276.0
66.6,30,bike,medium,3196.8
21.6,10,car,high,3888.0
16.6,32,bike,medium,796.8
69.9,37,car,medium,10065.6
75.4,54,bike,low,3016.0
10.4,33,bike,medium,499.2
31.6,24,car,medium,4550.4
13.9,46,bike,low,556.0
34.6,18,bike,high,2076.0
63.5,15,bike,high,3810.0
91.5,68,bike,low,3660.0
67.2,52,bike,low,2688.0
68.1,20,bike,high,4086.0
49.6,11,bike,high,2976.0
40.5,67,bike,low,1620.0
89.6,14,bike,high,5376.0
17.0,76,car,low,2040.0
16.1,74,bike,low,644.0
54.9,18,car,high,9882.0
51.5,26,bike,medium,2472.0
29.5,12,car,high,5310.0
36.0,6,car,high,6480.0
13.4,68,bike,low,536.0
43.4,13,bike,high,2604.0
14.3,69,car,low,1716.0
41.8,71,car,low,5016.0
63.8,46,car,low,7656.0
10.0,49,car,low,1200.0
62.6,79,bike,low,2504.0
47.0,40,car,medium,6768.0
26.2,60,bike,low,1048.0
10.5,35,car,medium,1512.0
43.4,47,car,low,5208.0
3.7,24,bike,medium,177.6
19.1,52,bike,low,764.0
58.4,15,car,high,10512.0
50.1,17,bike,high,3006.0
47.4,19,car,high,8532.0
85.7,15,bike,high,5142.0
15.5,38,car,medium,2232.0
40.0,6,bike,high,2400.0
87.4,6,car,high,15732.0
99.2,17,bike,high,5952.0
85.2,28,car,medium,12268.8
22.1,13,car,high,3978.0
76.1,15,bike,high,4566.0
69.4,68,bike,low,2776.0
27.0,34,car,medium,3888.0
93.7,18,bike,high,5622.0
8.8,14,bike,high,528.0
55.3,54,bike,low,2212.0
53.8,29,car,medium,7747.2
96.4,68,car,low,11568.0
40.1,31,bike,medium,1924.8
88.5,28,bike,medium,4248.0
58.7,37,car,medium,8452.8
78.2,21,car,medium,11260.8
12.0,39,bike,medium,576.0
1.8,20,bike,high,108.0
43.8,33,bike,medium,2102.4
27.3,36,car,medium,3931.2
97.3,18,car,high,17514.0
14.6,78,bike,low,584.0
99.4,52,bike,low,3976.0
84.4,36,bike,medium,4051.2
45.1,5,car,high,8118.0
34.4,46,car,low,4128.0
29.1,66,car,low,3492.0
77.8,32,bike,medium,3734.4
27.1,22,bike,medium,1300.8
12.2,53,car,low,1464.0
63.5,6,bike,high,3810.0
87.1,29,bike,medium,4180.8
83.7,17,car,high,15066.0
23.1,49,bike,low,924.0
56.1,34,bike,medium,2692.8
52.1,10,bike,high,3126.0
96.9,11,car,high,17442.0
84.7,20,bike,medium,4065.6
46.1,10,car,high,8298.0
18.3,69,bike,low,732.0
97.4,22,car,medium,14025.6
25.9,67,car,low,3108.0
32.0,56,bike,low,1280.0
76.3,72,car,low,9156.0
71.0,65,car,low,8520.0
7.0,38,car,medium,1008.0
67.9,8,car,high,12222.0
30.3,20,bike,high,1818.0
48.7,8,bike,high,2922.0
41.8,9,bike,high,2508.0
94.5,65,bike,low,3780.0
5.7,54,car,low,684.0
52.8,80,car,low,6336.0
23.9,10,car,high,4302.0
49.2,14,bike,high,2952.0
89.3,17,bike,high,5358.0
98.2,19,car,high,17676.0
69.9,50,bike,low,2796.0
38.9,9,car,high,7002.0
70.9,35,car,medium,10209.6
47.2,11,car,high,8496.0
36.7,14,car,high,6606.0
73.4,63,bike,low,2936.0
52.2,12,bike,high,3132.0
75.4,32,car,medium,10857.6
84.4,29,bike,medium,4051.2
33.8,20,car,high,6084.0
96.0,39,car,medium,13824.0
69.8,49,car,low,8376.0
38.4,16,bike,high,2304.0
71.7,11,car,high,12906.0
89.2,39,car,medium,12844.8
27.9,58,bike,low,1116.0
28.3,55,bike,low,1132.0
